,name,tweet,retweets,location,created,followers,is_user_verified
356,snnyamao,"Now that they have started listening to Dp Ruto's calls for an all inclusive #bbireport, the Hustler Nation Youth League is hopeful that the proponents of the BBI report Open the discussion.

#RejectBBI gas been a consequence of probable lack of serious inclusion. https://t.co/lcbjjQ8mk6",4,Kenya,09-Nov-2020,2561,False
357,JohnhayesK,"Covit 19 vaccine which is 90 percent effective is here guys https://t.co/McjsGIJFLp
#UhuruNaKazi 
#RejectBBI https://t.co/QU8WhxCtO6",0,"Nairobi, Kenya",09-Nov-2020,8418,False
358,kimenyi5,"@NationAfrica @RailaOdinga should stop this blatant lying to Kenyans that this document is meant to unite them. If it has failed to unite him and @WilliamsRuto , how on earth is it going to unite 50M+ Kenyans? #RejectBBI 
KPLC
#SCBlackNovember
Money
#bbireport
#UhuruNaKazi",1,"Rift Valley, Kenya",09-Nov-2020,647,False
359,patricksafariR,"Kenyan youth shouldn't be fooled to support BBI simply coz of the so proposed tax relief....

Empowered youth don't need tax break...they just need opportunities...
You will not remain a youth forever.
Let's #RejectBBI",5,Nairobi,09-Nov-2020,37060,False
360,Anthony_Njoka,They said the holy BBI was not to be altered and they had given everyone time the were just going for a referendum. What happened? @RailaOdinga #BBINonsense #RejectBBI https://t.co/Uhf2kp9Sz8,0,Nairobi,09-Nov-2020,337,False
361,DavidMMugambi,@EstherPassaris @NGAAF_KE Hi empowerment ya #hustlernation is welcome #RejectBBI #BBIFraud,0,,09-Nov-2020,199,False
362,BonJymo,@KisiiCool254 @KisiiFire Some shiits that I have read today...... What have bn created with BBI shiits...... Cracking to the last borne of the poor !!!!#RejectBBI https://t.co/JC2tPmj7jQ,0,,09-Nov-2020,24,False
363,MigunaMiguna,"My friend and advocate, George Wajakoya, is doing a good job trying to represent his client, GODBLESS LEMA. However, he must stop praising Despot Uhuru Kenyatta as a ""wonderful leader who respects human rights."" Uhuru, @MagufuliJP and @KagutaMuseveni are tyrants. #RejectBBI",75,miguna@kmmlawyers.com,09-Nov-2020,1303849,True
364,LawiCherop,"Barcelona football maestro @SamuelEto’o in hospital after he collided with a bus.
#UhuruNaKazi
#RejectBBI https://t.co/YJhLXB81CB",0,"Kiambu, Kenya",09-Nov-2020,1076,False
365,DavidMMugambi,@RailaOdinga So #BBIFraud is not closed permanently after all @HonMbadi #hustlernation #RejectBBI,0,,09-Nov-2020,199,False
366,jackrobinz,"@OleItumbi @KIMANIICHUNGWAH @Aaroncheruiyot Excuse me Mr Egg..if you want issues of ordinary people ask ordinary people...Political opharns like Ichungwah and Cheruiyot are not ordinary people,they are just tumbocrats who happen to oppose the system because it did not satisfy their individul tumbo needs #REJECTBBI",0,"Nairobi, Kenya",09-Nov-2020,1313,False
367,Timmokibidi,"Kenyans 🇰🇪 have a special place in heaven 👇

Gangster Points +1,000,000😆😆 🤔 

#UhuruNaKazi #RejectBBI

https://t.co/obzAmqbiNH",1,,09-Nov-2020,1251,False
368,speakkam,"@sam_poghisio @RoyalTrendia #RejectBBI #BBINonsense is the clarion call, Mhesh.

We're not reading the nonsensical document we only wait to shoot it down when the crooks bring it on.

It's not time for these games when our people are starving&amp; are without hope.

Kenyans can't live for dynasties forever. NO!",0,"Nairobi, Kenya",09-Nov-2020,4534,False
369,roundtechnician,"Repair of : cookers,washing machines,fridges, microwave,water dispenser,tvs, sound systems ,tv mounting and all your homeappliances call/whtsap 0729413355 #SCBlackNovember #UhuruNaKazi #SouthSudan #Bondo #RejectBBI #Ginimbi #HarambeeStars #JengaNaRoyalMabati #SokoNews #Passaris https://t.co/edvdcJRJwE",1,,09-Nov-2020,134,False
370,VicOchiel,@RailaOdinga The old man wants to win presidency through back door #RejectBBI #ResistTheOldMansDesire,0,Kisumu,09-Nov-2020,237,False
371,pemercltd,"It's a new week to smash those goals and get things done 👊. Never give in to procrastination, get your activities done in and on time. 
#KORRA #OZOweStan #OPPOA93Launch #ShopForMeRelaunch #TheNewFaceOfSchweppes #EndsSARS #RejectBBI #VALRMA #freekarl #Icon #WeWantArnabBack https://t.co/zr9aQF1Pxh",1,"Lagos, Nigeria",09-Nov-2020,54,False
372,KNdasat,@kipmurkomen These are @RailaOdinga @TheODMparty supporters. Handshake surrogates. @HonAdenDuale had meeting with all governors of @FCDCKenya including local leaders. #RailaMustFall #RejectBBI #BBINonsense #BBIReport we can NOT be forced a doc we dont want #UhuruKenyatta @StateHouseKenya,0,Kenya,09-Nov-2020,82,False
373,MigunaMiguna,"Yatani and Keynan are TUMBOCRATS - not ""leaders"" of Kenya's pastoralists. The Githeri Media should take their empty propaganda to Conman @RailaOdinga's toilet. The #BBIFraud is DEAD. #RejectBBI 

 https://t.co/fDSIJC6w6h",23,miguna@kmmlawyers.com,09-Nov-2020,1303849,True
374,KEVINFRANCOKEV1,@SecretaryAce @cruzoe_ True #RejectBBI,0,"Nairobi, Kenya",09-Nov-2020,1162,False
375,alaminkimathi,@kavukuam I just don't care what else they say I'm at #RejectBBI. Period.,2,hakinairobi@gmail.com  Nairobi,09-Nov-2020,53139,False
376,IamJinyx,"@NjoguNjogu4 Lord of poverty, Conman, Chaos, Viloence, Tumbocrat has no room for present kenya. #BBIFraud #RejectBBI #BBINonsense",0,Nairobi,09-Nov-2020,3239,False
377,babgye,@RobertAlai An you are not one of them.....#RejectBBI #BBINonsense,0,"Bungoma, Kenya",09-Nov-2020,985,False
378,shaq_kip,@ntvkenya How did it not capture everything at first yet they 'went' round collecting views?  #RejectBBI,0,nairobi,09-Nov-2020,45,False
379,franklineronoh,@RailaOdinga @EstherPassaris This is your last fake bullet to statehouse but we will reject it. #RejectBBI #BBINonsense,0,"Kericho, Kenya",09-Nov-2020,1402,False
380,PasaPasaMerchan,"Density is determined by the thickness of the fibers and how tightly packed they are. Call 0727042454 
KPLC #bbireport #UhuruNaKazi #JengaNaRoyalMabati South Sudan #nairobi Naivasha #HarambeeStars Passaris Safaricom #JSCnightmare M-Pesa The BBI Raila #RejectBBI https://t.co/U3RV7hubmS",0,,09-Nov-2020,624,False
381,jesse_shoes,"#bbireport #UhuruNaKazi 

☑️Nike Air force customised

☑️ Sizes 40__45

☑️Price 3500/-... delivery around Nairobi CBD is free

☎️0711845312

#RejectBBI #UhuruNaKazi Safaricom https://t.co/QwcG92QdtB",2,"Nairobi, Kenya",09-Nov-2020,3137,False
382,AMinteriordecor,"Transform your home today
Reach us on 0702941988

#MondayMotivation KPLC #UhuruNaKazi  nairobi #SCBlackNovember #RejectBBI https://t.co/JSxe2nrY1S",0,kenya,09-Nov-2020,189,False
383,_ogunsanwo,@Temi_lolu_ @ObaDosunmu #MondayMotivation #OZOEffect #COVID19 #AMAs #MondayMorning #FreeEromz #RejectBBI #4corners #IPLfinal Heeeeeelpppp,1,lagos  Nigeria,09-Nov-2020,23,False
384,Barkleyottay,But #BBI which is a FRAUD will Suddenly Rescue Businesses and Keep Them Afloat Once the Fraudulent Document's been Accepted by People? @StateHouseKenya @RailaOdinga @edwinsifuna ??? #RejectBBI https://t.co/TIxEOLi0dl,0,,09-Nov-2020,48,False
385,ChurchRodent,"The independence of our Judiciary must be jealously shielded, guarded and protected from any and all forms of interference by (current and future residents of) @StateHouseKenya #RejectBBI ... https://t.co/nwouTFPGBI",0,Nairobi,09-Nov-2020,46698,False
386,KhalifAbdi,"@Nyamwanda @RailaOdinga @PPGKenya @HonAdenDuale This pastoralists leaders rejected the #BBIReport just Last week,walikwenda Leo kwa  @RailaOdinga na agenda zingine lakini sio za pastoralists community #RejectBBI",0,Garissa,09-Nov-2020,11779,False
387,Relationshipl16,"Like father my son syndrome, like my mother daughter syndrome, militating against your relationship life, catch fire!!  Let the Holy Ghost overshadow the life of your marriage afresh #RejectBBI #relax #relationshipgoals https://t.co/Xw4xCflCyn",0,,09-Nov-2020,9,False
388,KwanBoKiptoo,"@WilliamsRuto Your EXCELLENCY SIR @WilliamsRuto , Let them address the issue of HSC for us as well. Unless they anchor HSC in the constitution, I #RejectBBI",0,,09-Nov-2020,388,False
389,Mutembeijey,@WanjikuRevolt @scheafferoo @GabrielDolan1 @DrRoselynAkombe @wmnjoya @Ujamaa_Kenya @InsecurityKE @NdungiGithuku @WanjeriNderu @MigunaMiguna @WMutunga If a person cannot start and run a company in peace what is the need of the tax holiday proposed by the ruBBIsh? #RejectBBI,0,"Nairobi, Kenya",09-Nov-2020,2707,False
390,MShukuroh,"IS THIS REALLY IIRO (INTERNATIONAL ISLAMIC  RELIEF ORGANISATION)?ARE U REAL?THEIR STAFF HAVE BEEN WORKING FOR THE PAST SEVEN MONTHS WITHOUT BEING https://t.co/8gzKsQmfFA THAT A RELIEF? MODERN DAY SLAVERY.#RejectBBI 
#COVID19 #PowerYourDreams #DUBAI https://t.co/i1iNj66xbC",0,,09-Nov-2020,6,False
391,KhalifAbdi,"BBI proposals do not solve most urgent problems, make some worse Cc @PPGKenya @HonAdenDuale @katibainstitute @Maskani254 @MarthaKarua #RejectBBI  https://t.co/wb0YENpgLu",2,Garissa,09-Nov-2020,11779,False
392,TheM_O_M,"Be Spiritually Safe. #SafetyFirst
#RIP to those we have lost 
💔💔💔💔

#OZOEffect #ThankYouOzone #FreeEromz #AMAs #COVID19 #Nigeria #TinaAndDunco #RejectBBI #jedarviral #JengaNaRoyalMabati #4corners #FeelSoHighWithMAGO #PowerYourDreams #cryptocurrency https://t.co/at12EJfM3z",0,"Lagos, Nigeria",09-Nov-2020,571,False
393,KhalifAbdi,"@RailaOdinga @Nyamwanda Where is the @PPGKenya patron @HonAdenDuale Mzee waacha hii story ya ukora, #RejectBBI",0,Garissa,09-Nov-2020,11779,False
394,Lord_Kipsang,@romanzolanskye @Zanzibar_space @Lattif @RealHauleGluck @irunguhoughton @AmnestyKenya @godbless_lema @UhuruKE Uhuru was Bullied by #Kot and he decided to leave @twitter forever.#RejectBBI,0,Dar Salaam.,09-Nov-2020,1131,False
395,CheruyotToo,Delirious Raila agrees to include ASAL leaders views in BBI report. One man show and we're told it's a constitutional amendment. I am saving my energy for something useful. #RejectBBI #UhuruNaKazi #Ginimbi https://t.co/niGLHyt2oK,0,,09-Nov-2020,11,False
396,Lord_Kipsang,@tim_bunke @hallaboutafrica @TunduALissu being in @GermanyTanzania is as good as being in Berlin.#AsylumForLema #BBINonsense #RejectBBI,0,Dar Salaam.,09-Nov-2020,1131,False
397,oyogist,"That voice though 🤩
.
@oyogist 
.
#MondayMotivation #OZOEffect #FreeEromz #ThankYouOzone #RejectBBI #TinaAndDunco #4corners https://t.co/KNH7JjroMZ",2,Nigeria,09-Nov-2020,1246,False
398,Chetann14043003,Life style matter #FeelSoHighWithMAGO #RejectBBI https://t.co/wQqBXrd3eH,0,"Lagos, Nigeria",09-Nov-2020,7,False
399,Kiongozi_254,"Every Friday Pale The Fuse Kiambu Road fom ni good vibes pekee for the reggae lovers🔥 
Fika na squad yako pia wewe ujinice hii wiki😎
#TheFuseKiambuRd KPLC #UhuruNaKazi  nairobi #SCBlackNovember #RejectBBI https://t.co/L1cjNKhf51",56,"Nairobi, Kenya",09-Nov-2020,14258,False
400,wanderi55,"@kipmurkomen I feel so sad that daily we discuss #BBIReport yet it's #BBIFraud

No leader4 truth/sober firm stand 😡😡
20Billion gone =&gt;first 2phases of nationwide consultation, 14Billion mo2 fraud referendum. Doctors unpaid/millions educated youth unemployed/underpaid #kazimtaani
#RejectBBI",0,"Nairobi, Kenya",09-Nov-2020,6657,False
401,Farm_Pesa,"We are about supporting #farmers sell their farm produce at @Farm_Pesa
 #FarmPesa #IkoKaziKE #UhuruNaKazi #RejectBBI #KameneAndJalas #HarambeeStars #HodiHodiAppLaunch #ShambaLaMaweResumes KPLC Eastleigh Mimi Ginimbi",1,"Nairobi, Kenya",09-Nov-2020,1032,False
402,DavidOkeen,@kot plz retweet this till it reaches the relevant authorities @InteriorKE @FredMatiangi .This is a bereaved man who cannot go to work chasing a chief's letter from Umoja location in Nairobi. @bonifacemwangi @JerotichSeii @scheafferoo @WanjeriNderu @MarthaKarua #RejectBBI https://t.co/7HPBpQ0Ddt,0,Tatu city,09-Nov-2020,34,False
403,Gamesis,"Dear Africans as you can see there is no need for anyone to DIE just because one Idiot has refused to concede defeat....

Ma youth man never allow yourself to be used by politicians!!
#RejectBBI 
#Kenya",0,"Nairobi, Kenya",09-Nov-2020,912,False
404,nathanrobe,"@K24Tv because, it is a Raila document. #BBIFraud #BBINonsense #RejectBBI",0,Nairobi Kenya,09-Nov-2020,1489,False
405,lenninstalon,"@RailaOdinga Dear Raila Odinga, we do not need BBI.#RejectBBI",0,"Eldoret, Kenya",09-Nov-2020,227,False
406,arap_liwliw,"BBI is a scum!
#RejectBBI",0,Eldoret ,09-Nov-2020,1020,False
407,UntouchableThee,BBI is a scum a useless documents which to be honest it really does address tribalism in this nation this is just a fabrication of the old nusu mkate government and it will not go well with Kenyans #RejectBBI,0,Nakuru,09-Nov-2020,3,False
408,mmwaurah,Is this what these hot-air-heads are calling #UhuruNaKazi ? #RejectBBI https://t.co/gblF7yafma,7,,09-Nov-2020,559,False
409,fessy_jay,"Implement the Constitution to its entirety. 
#TekelezaKatiba 
#RejectBBI https://t.co/fZQxDcav7a",0,"Nairobi, Kenya",09-Nov-2020,142,False
410,KituyiAmos,@RailaOdinga #RejectBBI #BBINonsense it seeks to create more positions for politicians not common mwananchi,0,"Bungoma County,Kenya",09-Nov-2020,2577,False
411,danchepta1,"BBI not the 10 commandments, it can be amended say Mudavadi  
#RejectBBI",0,"Nairobi, Kenya",09-Nov-2020,8462,False
412,KwanBoKiptoo,"@kipmurkomen Na story za HEALTH pia. As medical personnel, we need HSC be anchored in the constitution. For ruBBIsh to propose its inclusion on a legislative or an act of parliament process is a BIG NO. Unless otherwise, we #RejectBBI",1,,09-Nov-2020,388,False
413,KipropDismas4,"@ItsKiprotich1 Cool, waiting for fellow Dynasties to negotiate him a Position in BBI. #RejectBBI",0,"Kapsabet, Kenya",09-Nov-2020,3383,False
414,kogi_eric,"Uhuru MWIZI WA Kenyatta is a  FAILED president.
A quick advice to you UHURU.
  1. Implement TJRC Report
  2. Make proper use of 2010 constitution.
  3. Focus on the Big 4 agenda
  4. Quit/reduce ALCOHOL.
@StateHouseKenya 
@WilliamsRuto 
 #RejectBBI",0,"Nanyuki, Kenya",09-Nov-2020,52,False
415,PAULmai19370169,"#RejectBBI  #UhuruNaKazi  KPLC NAIROBI
kenya is a comedy we wage vile on each other over non issue @JKNjenga @joel_oyieko",0,"Nanyuki, Kenya",09-Nov-2020,2465,False
416,KelvinMucheke,@EAukot #PunguzaMizigo was the best document for steering this country in the right direction. This other #BBINonsense is meant to dig Kenya into a bottomless Pit...Kenyans please let us #RejectBBI as a matter of Priority,1,Nairobi,09-Nov-2020,146,False
417,ChurchRodent,"@NationAfrica don't be intimidated by @StateHouseKenya, Matiang'i and Kibicho #RejectBBI 

Bring this article back online …""We have a huge wage bill. So why did you increase number of MPs?"" https://t.co/3xXjnRcpK5 https://t.co/MYEPUDGv3o",0,Nairobi,09-Nov-2020,46698,False
418,KNdasat,@RailaOdinga Clearly these are your supporters. Handshake surrogates. What about the @HonAdenDuale meeting with all governors of @FCDCKenya which also included local leaders. #RailaMustFall #RejectBBI #BBINonsense #BBIReport,2,Kenya,09-Nov-2020,82,False
419,PartridgeMJ,"@gladyswanga There's no any foreseeable magic wand that can change their corrupt practices! The more money you transfer, the murkier the corruption becomes! BBI is for power sharing, the % increase is simply a bribe to MPs, MCA's &amp; govrs to pass BBIbill. Money speaks madam
#RejectBBI 💰Thanks",0,"Nairobi,Kenya",09-Nov-2020,628,False
420,petersonmiriic5,"I concur, #RejectBBI https://t.co/IxzhBSfslP",0,Kenya,09-Nov-2020,124,False
421,kiliambiti,"National excitement as Esther Passaris confirms she is related to Kamala Harris. 
#RejectBBI 
#UhuruNaKazi https://t.co/SRYoNO9rn9",0,Kenya,09-Nov-2020,283,False
422,seanclinton5,"Howeveer how many times you come with this #RejectBBI , it will pass indefinitely",0,,09-Nov-2020,8189,False
423,PeterRatemo4,"@RailaOdinga Bibiyai is nonsense document bwana Odinga how many times do you want to change Constitution for your own benefit, please spare us sometimes, the two self proclaimed BBI is null and void.bring @MigunaMiguna  back fast before you amend the Constitution.#RejectBBI",9,"Kisii, Kenya,Masimba ward",09-Nov-2020,3755,False
424,KitongSammy,"OFFER! OFFER! OFFER! 0705451696.
20FT &amp; 40FT Containers Stalls,Offices,Houses, Classrooms, Ablution blocks ETC.
KPLC
Atson Villa
Mimi
Somalia
Naivasha
Kenyatta
Malindi
Kuna
Uganda
#Wakstikitaka 
Passaris
#RejectBBI 
#SCBlackNovember 
#JscNightMare 
#HarambeeStars https://t.co/n5adHRJYid",1,SYOKIMAU.,09-Nov-2020,682,False
425,BinnySo,"Let's gain with #RejectBBI

Like, retweet n follow all likes n retweets.

#UhuruNaKazi 
Nairobi",0,,09-Nov-2020,46,False
426,gina_maha,#RejectBBI Thank you @GladysShollei https://t.co/UXSD7REYgr,0,kenya,09-Nov-2020,1812,False
427,jesse_shoes,"#RejectBBI Passaris #bbireport

☑️Rock up with Delta Boots this rainy season

☑️Sizes 40__45

☑️ Retailing at 4000/-...free delivery around Nairobi CBD

☎️0711845312
Naivasha #HarambeeStars https://t.co/ZdjtcjDAen",5,"Nairobi, Kenya",09-Nov-2020,3137,False
428,MavericikAoko,"If your attention goes to the highest bidder then outrightly you're courtesan. Period
#SCBlackNovember 
#RejectBBI 
#UhuruNaKazi 
#BarakaZaMilele 
#kplc",0,Kenya,09-Nov-2020,677,False
429,Techworldelect1,"PS4 SLIM 500GB@ 35000
Gamepad @6500
Ghost of Tsushima @ 6900
The Witcher and NBA 2K20 @ 3500
God of war @ 3k
FIFA 21 and Call of duty @ 6500
RDR 2 and MK11 @4k
NFS HEAT @4500
Jbl Clip 3 @ 5500
Jbl Go 2 @5000 

#rejectbbi 
#UhuruNaKazi 
#barakazamilele
#kplc https://t.co/G7iRx2fqFR",1,"Nairobi, Kenya",09-Nov-2020,31,False
430,skyfootballa,"Congratulations to those who played my free matches.
Thank you for the trust
Ozil
Auba
Passaris
Jack greelish
#UhuruNaKazi
#RejectBBI
Mimi
Aston Villa
#BBIReport
#HarambeeStars
#Uganda
Kuna
Malindi
#Wakstikitaka
Kajiado
Kamala
Kenyan
Ethiopia
Arsenal
Wenger
Watkins
Somalia
KPLC https://t.co/EDMVZFLtDW",0,"Baltimore, MD",09-Nov-2020,208,False
431,KipropDismas4,Raila Odinga told us #BBIReport was a SNAKE. Even mad men sometimes tell the TRUTH. #RejectBBI #BBIFraud https://t.co/wXvzAsi7WM,0,"Kapsabet, Kenya",09-Nov-2020,3383,False
432,teiracollection,"#bbireport #UhuruNaKazi #RejectBBI mimi

♦ Fila shoes available🔥
♦ Size 37-42
♦ Price 2500
♦ Delivery services available -free within nairobi cbd 

♦ Call/WhatsApp 0726455297 https://t.co/hdsW2WzpE8",1,"Nairobi, Kenya",09-Nov-2020,135,False
433,SVL_Ke,This's a 100ft by 60ft plot at Kahawa wendani selling at 30M. Its Developed with 28No. single rooms each letting at Kshs. 5000. It can be redeveloped with highrise flats to match the neighbourhood &amp; hence optimize returns #kplc #RejectBBI  #SCBlackNovember https://t.co/i4mpSLEYHV,0,"Muthaiga Suites, Muthaiga",09-Nov-2020,57,False
434,PGovernors,"Life has no reset buttons, drive safe. Speed thrills but kills.
Save lives with PGL speed limiters
#RejectBBI #SCBlackNovember #barakazamilele #NupeaStrategicPlan

#SCBlackNovember https://t.co/bktWmkAws2",0,"Nairobi, Kenya",09-Nov-2020,1096,False
435,RealChris_Mulei,"✓Warm Ladies Tracksuits

✓Sizes 28__36

✓Price 1500/-
Fb Page: https://t.co/xIN3gdeXRd
Whatsapp/call 0706464650
KPLC #bbireport #UhuruNaKazi #RejectBBI 
Naivasha Kenyatta Naivasha #WaksTikiTaka https://t.co/4JVFkb2dmo",0,nairobi,09-Nov-2020,17443,False
436,jesse_shoes,"#bbireport KPLC #barakazamilele

☑️ Converse all star ⭐ Restocked

☑️Sizes 37__45

☑️ Retailing at 1500/- with free delivery around Nairobi CBD

☎️0711845312

#RejectBBI #HarambeeStars Naivasha https://t.co/REKvZshZFE",3,"Nairobi, Kenya",09-Nov-2020,3137,False
437,KwanBoKiptoo,"@BrieflyKe @RailaOdinga I, as a medical personnel, I #RejectBBI because we proposed HSC to be anchored in our supreme la(constitution) BUT ruBBIsh told us, the HSC will be brought forward through legislation. Wakwende huko, hatutaki ruBBIsh #BBINonsense .",0,,09-Nov-2020,388,False
438,KwanBoKiptoo,"@ItsMutai @brian_chish @KTNNewsKE @KiruiChebet8 ruBBish , we #RejectBBI",0,,09-Nov-2020,388,False
439,SVL_Ke,"You'll love this amazing quarter of an acre plot located in kangemi, thiong'o Road. Access roads are currently tarmacked. Its selling at 25million   
#UhuruNaKazi  #RejectBBI  #SCBlackNovember https://t.co/kaNHW6bFEI",0,"Muthaiga Suites, Muthaiga",09-Nov-2020,57,False
440,KwanBoKiptoo,"@RailaOdinga ruBBIsh, we #RejectBBI",0,,09-Nov-2020,388,False
441,myride_ke,"Launching soon.

#myride
#taxiservice
#taxi
#nairobi
#kenya
#travel
#cab
#comingsoon
#RejectBBI
#UhuruNaKazi https://t.co/0l3i9oWogb",2,"Highway Mall ,Uhuru highway",09-Nov-2020,35,False
442,RichiMahamoud,"#bbireport
#RejectBBI 
After spending billions in the whole process of constitutional making, we finally settled with the 2010 Katiba. Now Raila wants kenyans to go back to the drawing board and spend more billions. What a shame! Kujenga na kubomoa?",1,,09-Nov-2020,5802,False
443,SVL_Ke,"Located directly opposite Murera Primary in Ruiru, this is a beautiful 3 bedroom bungalow on 50 x100 plot with a distinctive concept in an upcoming gated estate. We offer home owners a tranquil living. Call us on 0794205382  #UhuruNaKazi #RejectBBI  #SCBlackNovember https://t.co/NUE46hs5Iu",0,"Muthaiga Suites, Muthaiga",09-Nov-2020,57,False
444,lexcokenyaltd,"CHEAPEST PRICES IN TOWN!!!
Ex-Japan motor vehicle spare parts
Call/Whatsapp +254 722909523
https://t.co/cNLQO1q05u
#RejectBBI https://t.co/2tGV4us10m",1,,09-Nov-2020,108,False
445,nathanrobe,"@RailaOdinga verbal promises, not captured in any document. thuggery. #BBINonsense. #RejectBBI if not amended to satisfy at least 90% KEs.",0,Nairobi Kenya,09-Nov-2020,1489,False
446,KelvinMucheke,@ChurchRodent @ntvkenya #RejectBBI very good,0,Nairobi,09-Nov-2020,146,False
447,MarkEnde001,"@ntvkenya BBI is all about inclusivity &amp; all citizens' opinions matter. Kindly put them to consideration Baba @RailaOdinga 
We won't #RejectBBI",0,Kenya,09-Nov-2020,1497,False
448,Tintin_ke,"If there is one stupid and most overrated thing its this BBI nonsense , the goons wheeling BBI nonsense im praying Lee funeral to trend soon because of you.
#markthistweet 

#RejectBBI",0,Kenya,09-Nov-2020,614,False
449,SVL_Ke,"Located at Samson Corner, Kianjiru Market in Mwea, this is a1.62 acres parcel developed with dairy farm structures. Mains water and electricity are connected.Asking price is 4.5m. Call us 0794205382 #UhuruNaKazi  #RejectBBI  #SCBlackNovember https://t.co/3gimU7H913",0,"Muthaiga Suites, Muthaiga",09-Nov-2020,57,False
450,SVL_Ke,"Do you want to settle in a gated court in serene environment, we have half-acre plots for sale along Gacheche Road opposite KIST, Kiambu Road. Asking price is Kshs. 30M. Call us on 0794205382 #RejectBBI  #UhuruNaKazi #SCBlackNovember https://t.co/ibW8jQFPq4",0,"Muthaiga Suites, Muthaiga",09-Nov-2020,57,False
451,birech_ben,"BBI is a set of tailored baits. A bait is always good from the first sight. Let's bite it, and we will be all over crying. #RejectBBI",0,"Egerton, Kenya",09-Nov-2020,3217,False
452,zachokothKE,"Reject it at all cost 
My country people lets exercise our we have the power 
#RejectBBI",0,"Nairobi, Kenya",09-Nov-2020,336,False
453,beaty_kuria,"I know most of us dont buy remote bettries  .we slap till it gets sence😂😇  
#bbireport
KPLC
#RejectBBI",0,"Ukunda, South Coast Kenya",09-Nov-2020,3341,False
454,KamtechEnts,"Very Spacious 2 Bedrooms to let at Juja town.
Sh12,000 per month
Call/WhatsApp 0742437365

#UhuruNaKazi  #IkoKaziKE #TinaAndDunco #BarakaZaMilele #RejectBBI Passaris https://t.co/721y8l89Jy",1,Kenya,09-Nov-2020,116,False
455,oreo__s,"It is not a time to side with your preferred politician,,rather go for what's best for you #RejectBBI",0,"Nairobi, Kenya",09-Nov-2020,1357,False
456,Mutembeijey,As long as the BBI includes anything to expand the size of the government or increase the number of representatives just reject it irrespective of the enticements. We will add misery to an-already suffocating economy #RejectBBI,0,"Nairobi, Kenya",09-Nov-2020,2707,False
457,ItsMutai,@brian_chish @KTNNewsKE @KiruiChebet8 You don't even know what you want. Confused. You say WE MUST have consensus and in the same tweet you add #RejectBBI. How do you have consensus with people saying Reject BBi?,1,"Nairobi, Kenya",09-Nov-2020,342663,True
458,oreo__s,"Why would you think that the same government that THREW people out of their homes during LOCKDOWN with no where to go cares about its own citizens?
#RejectBBI",0,"Nairobi, Kenya",09-Nov-2020,1357,False
459,brian_chish,"I was on @KTNNewsKE this Morning and the message was "" We must try to have a consesus"" @KiruiChebet8 
#RejectBBI https://t.co/HM8Y6wdKSz",0,"Eldoret, Kenya",09-Nov-2020,528,False
460,sskwj,All this nusu mikate just complicates things...#RejectBBI #Constitution https://t.co/0t9ZCPz6t7,0,Kenya,09-Nov-2020,208,False
461,Walker2542,#RejectBBI The BBI report has some good proposals but still it leaves out issues that can spur development and focus on youth empowerment policies for advancement of future generation. It suffers short sightedness.,0,,09-Nov-2020,64,False
462,KeenCyrus,"Get a professional business website at 50% discount. Showcase your products/services on your website. Visit https://t.co/EeqtazgWyl or call 0729615663. Our latest happy clients: https://t.co/XwsKRApTDO &amp; https://t.co/rcjb0leaXD
 #UhuruNaKazi #RejectBBI #IkoKaziKE KPLC https://t.co/4RlH89vwki",1,"Nairobi, Kenya",09-Nov-2020,2338,False
463,side_tricky,"Those telling us to #RejectBBI, do you have an alternative? And what will you reject when William Ruto will finally start supporting it? 

One thing we all fail to acknowledge is that we can never have a perfect constitution, we can only have an agreed upon compromises.",0,"Nairobi, Kenya",09-Nov-2020,1242,False
464,ClemorCreatives,Magoha should resign or apologize..what a great example he is setting to the children to insult older people😏😏 #UhuruNaKazi #RejectBBI Kenyatta #ShambaLaMaweResumes Naivasha https://t.co/UB1iAnarTY,8,"Nairobi, Kenya",09-Nov-2020,785,False
465,mmwaurah,"@alaminkimathi @GladysShollei Except through forceful rigging, BBI is a non-starter. It is so unpopular with Kenyans #RejectBBI",0,,09-Nov-2020,559,False
466,NatoTheeNoti,"#RejectBBI 
that document was trash from the word go https://t.co/rFikcR9imc",0,"Nakuru, Kenya",09-Nov-2020,213,False
467,OyierNemia,"Amazing SHOE offers

0720682111

Payment on delivery countrywide

#NupeaStrategicPlan #UhuruNaKazi #SCBlackNovember #BarakaZaMilele #RejectBBI #Wakstikitaka #JengaNaRoyalMabati #IkoKaziKE #Uganda #Staarabika #ShambaLaMaweResumes https://t.co/RuiiDnYbyx",0,Kenya,09-Nov-2020,1567,False
468,NjambaYaNgai,"When you started Adopt A Light you're one of Most progressive entrepreneurs of that time ✔️THEN Politics Happened 🙄Kwanza  @TheODMparty Politics of intolerance, vengeance and arrogance❌SASA you're a random politician who is hard to believe nor understand🙄 Passaris #RejectBBI https://t.co/mlROoqt9Wb https://t.co/lfuHMUgx9Y",0,"Statesboro, GA",09-Nov-2020,276,False
469,GabrieINjuguna,"As we #RejectBBI let us remember kenyans do not have the patience that we saw in the US elections.  William and his supporters cannot wait that long without declaring victory,Raila and his supporters cannot wait that long without declaring victory. We need a solution before 2022.",3,"Nairobi, Kenya",09-Nov-2020,931,False
